x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0,36,0,0,0,0,6,0,216,6
1.00E-04,35.9994000075,0.059998500017502,0.000599975000475,0.35998800020501,0.009999833334167,5.99995000041667,1.00E-06,215.99460009,6.03994933375334
0.000399946669511,35.9976001199963,0.119988000559982,0.002399600030399,0.71990400655969,0.019998666693333,5.99980000666658,8.00E-06,215.978401439935,6.07979467343991
0.000899730032398,35.9946006074575,0.179959504252203,0.005397975346238,1.07967604980975,0.029995500202496,5.99955003374899,2.70E-05,215.951407289253,6.11953203455898
0.00159914684869,35.9904019197611,0.239904017917756,0.009593601945229,1.4392322098806,0.039989334186634,5.99920010666098,6.39E-05,215.913623035802,6.15915744340752
0.002497917360987,35.9850046865887,0.299812554676804,0.014984382419666,1.79850064043716,0.049979169270678,5.99875026039497,0.000124843834609,215.865056233988,6.19866693747768
0.003595682073067,35.9784097172789,0.359676136041685,0.021567622152105,2.15740959340704,0.059964006479445,5.9982005399352,0.000215611503127,215.805716592192,6.23805656585298
0.004892001893681,35.9706180006391,0.419485794009784,0.02934003085069,2.51588744345542,0.069942847337533,5.99755100025328,0.000342160541625,215.735615969462,6.27732238960341
0.006386358312187,35.961630704714,0.479232573152988,0.03829772442358,2.87386271239964,0.079914693969173,5.99680170630262,0.000510363870096,215.654768371454,6.31646048217931
0.008078153605939,35.9514491765139,0.538907532702967,0.048436227191222,3.2312640935511,0.089878549198011,5.99595273301199,0.000726052726301,215.56318994566,6.35546692980403
0.009966711079379,35.9400749417009,0.598501748631671,0.059750474435001,3.58802047597305,0.099833416646828,5.99500416527803,0.000995010819786,215.460898975902,6.39433783186534
0.012051275334697,35.9275097042323,0.65800631572631,0.072234815280564,3.94406096864174,0.109778300837175,5.9939560979567,0.001322968529164,215.347915876082,6.4330693013054
0.014331012573985,35.9137553459647,0.717412349658162,0.085883015913908,4.29931492449965,0.119712207288919,5.99280863585387,0.001715597147917,215.22426318324,6.47165746500955
0.016805010932744,35.8988139262152,0.776710989044553,0.100688263128086,4.65371196438887,0.129634142619695,5.99156189371479,0.002178503183981,215.089965549869,6.51009846419357
0.019472280844614,35.8826876812818,0.835893397503237,0.116643168198154,5.00718200085242,0.139543114644236,5.99021599621264,0.002717222718285,214.945049735516,6.54838845478959
0.022331755437197,35.8653790239232,0.894950765698664,0.133739771081826,5.35965526179287,0.149438132473599,5.98877107793604,0.003337215827392,214.789544597685,6.58652360783044
0.02538229095878,35.8468905427975,0.95387431337929,0.151969544942984,5.71106231397568,0.159318206614246,5.98722728337563,0.004043861075314,214.623481082017,6.62450010983261
0.028622667235827,35.8272250018598,1.01265529140539,0.171323400995087,6.06133408636645,0.169182349066996,5.98558476690956,0.00484245007952,214.446892211773,6.66231416317754
0.032051588161033,35.8063853397202,1.07128498376666,0.191791693661237,6.41040189329078,0.179029573425824,5.98384369278812,0.00573818215609,214.259813076626,6.69996198649142
0.035667682211745,35.784374668961,1.129754709589,0.213364226047476,6.75819745740506,0.188858894976501,5.98200423511727,0.006736159048883,214.062280820748,6.73743981502327
0.039469502998557,35.7611962754138,1.18805582512963,0.236030255725678,7.1046529324673,0.198669330795061,5.98006657784124,0.007841379747537,213.854334630223,6.77474390102148
0.043455529843846,35.7368536173977,1.24617972576029,0.25977850082223,7.44970092589745,0.2084598998461,5.97803091472415,0.009058735399007,213.636015719775,6.81187051410855
0.047624168390018,35.7113503249161,1.30411784793735,0.284597146408401,7.79327452111531,0.218229623080869,5.97589744933061,0.010393004317294,213.407367318818,6.84881594165409
0.051973751237237,35.6846901988166,1.3618616711587,0.310473851188253,8.1353072996466,0.227977523535188,5.97366639500538,0.011848847095899,213.168434656848,6.88557648914613
0.056502538610358,35.6568772099099,1.41940271990642,0.337395754479574,8.47573336298545,0.237702626427135,5.97133797485203,0.013430801827483,212.919264948171,6.92214848056057
0.061208719054814,35.6279154980516,1.47673256557472,0.365349483483274,8.81448735420354,0.247403959254523,5.96891242171064,0.015143279435059,212.659907375977,6.95852825872873
0.066090410161175,35.5978093711839,1.53384282838264,0.394321160836434,9.15150447929569,0.257080551892155,5.96638997813451,0.016990559119014,212.390413075774,6.99471218570313
0.071145659318088,35.5665633043408,1.59072517927071,0.424296412443975,9.48672052825108,0.266731436688831,5.96377089636589,0.018976783924088,212.110835118183,7.03069664312121
0.076372444493292,35.5341819386144,1.64737134178101,0.455260375583826,9.82007189584101,0.276355648564114,5.96105543831077,0.021105956430371,211.821228491102,7.06647803256723
0.081768675042406,35.5006700800846,1.70377309392011,0.487197707280205,10.1514956021128,0.285952225104835,5.9582438755127,0.02338193457225,211.521650081261,7.10205277593204
0.087332192545161,35.4660326987109,1.75992227000422,0.520092592939541,10.4809293125809,0.29552020666134,5.95533648912561,0.025808427589134,211.212158655155,7.13741731577097
0.093060771668733,35.4302749271884,1.81581076248587,0.553928755243267,10.8083113581044,0.305058636443443,5.95233356988571,0.028388992111638,210.892814839383,7.17256811565948
0.098952121057854,35.3934020597665,1.87143052376179,0.588689463291765,11.1335807544442,0.314566560616118,5.94923541808244,0.031127028386839,210.563681100395,7.20750166054691
0.105003884251317,35.3554195510326,1.92677356796106,0.624357541993286,11.4566772214877,0.324043028394868,5.94604234352839,0.034025776646021,210.224821723651,7.24221445710786
0.111213640624536,35.316333014659,1.98183197271331,0.660915381691853,11.7775412021352,0.333487092140814,5.94275466552835,0.03708831361827,209.876302792217,7.27670303409161
